@relation 20newsgroups-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute atheismCount numeric
@attribute graphicsCount numeric
@attribute spaceCount numeric
@attribute religionCount numeric
@attribute textLength numeric
@attribute averageSentenceLength numeric
@attribute specialCharacterCount numeric
@attribute numberCount numeric
@attribute emailCount numeric
@attribute avgSpecialCharacters numeric
@attribute atheismCalCount numeric
@attribute graphicsCalCount numeric
@attribute spaceCalCount numeric
@attribute religionCalCount numeric
@attribute groupId {Atheism,Graphics,Space,Religion}

@data
118,121,125,118,2116,0,89,0,0,23.775281,56,63,111,47,Graphics
36,29,35,34,533,0,22,0,0,24.227273,25,19,20,19,Religion
22,21,23,22,231,0,8,0,0,28.875,10,4,13,7,Space
41,41,49,41,680,0,22,8,0,30.909091,14,23,30,11,Space
27,30,35,27,396,0,20,0,0,19.8,6,26,31,3,Space
29,32,43,31,513,0,18,4,0,28.5,11,21,33,8,Space
8,10,10,8,143,0,9,0,0,15.888889,4,8,6,1,Graphics
16,18,16,15,298,0,30,2,1,9.933333,6,14,16,2,Graphics
42,34,36,40,560,0,23,0,0,24.347826,21,12,28,19,Atheism
20,15,16,19,218,0,11,0,0,19.818182,8,5,10,11,Religion
9,10,10,10,131,0,7,1,0,18.714286,2,6,8,2,Graphics
70,68,86,80,2133,0,92,62,1,23.184783,34,57,84,42,Space
28,30,45,26,548,0,16,0,0,34.25,5,16,45,1,Space
43,34,34,38,613,0,35,0,1,17.514286,17,60,63,14,Atheism
52,53,65,49,822,0,28,5,0,29.357143,24,28,46,8,Space
11,11,11,11,159,0,11,0,0,14.454545,5,5,11,5,Religion
5,5,5,4,89,0,3,4,0,29.666667,1,6,7,0,Space
26,27,37,25,424,0,13,0,0,32.615385,5,19,40,3,Space
225,178,190,207,5500,0,198,4,0,27.777778,290,161,220,155,Atheism
23,32,26,25,509,0,43,12,1,11.837209,5,38,31,4,Graphics
18,24,27,17,332,0,10,0,0,33.2,3,14,22,3,Space
24,22,23,25,339,0,54,0,0,6.277778,6,71,77,5,Religion
52,48,60,52,1197,0,62,1,0,19.306452,22,80,116,24,Space
13,19,14,11,219,0,20,13,0,10.95,4,11,12,2,Graphics
85,64,78,96,1436,0,45,16,0,31.911111,61,45,75,62,Religion
5,7,5,4,190,0,7,20,0,27.142857,2,97,98,1,Graphics
158,148,157,174,4296,0,142,5,0,30.253521,133,94,213,123,Religion
60,65,83,54,1172,0,50,3,0,23.44,33,50,97,20,Space
11,10,10,10,173,0,75,0,0,2.306667,3,7,7,2,Space
34,35,39,34,568,0,24,0,0,23.666667,17,12,26,6,Space
70,69,95,68,1586,0,75,8,0,21.146667,42,74,119,19,Space
11,9,14,10,142,0,4,0,0,35.5,2,3,14,0,Space
30,30,38,29,436,0,21,3,0,20.761905,11,12,29,12,Space
16,14,15,15,247,0,15,0,0,16.466667,4,3,6,2,Atheism
33,27,35,32,435,0,15,3,0,29,25,15,24,16,Space
33,46,49,34,747,0,41,12,0,18.219512,10,31,55,6,Graphics
26,22,25,23,497,0,19,2,0,26.157895,19,15,29,14,Atheism
236,393,439,228,19944,0,1097,660,23,18.180492,91,2091,2171,65,Space
154,163,214,140,4605,0,148,30,0,31.114865,75,487,635,74,Space
56,63,58,52,1069,0,25,1,0,42.76,21,45,59,11,Graphics
35,38,39,34,563,0,13,0,0,43.307692,10,21,25,11,Space
34,28,37,36,731,0,45,2,0,16.244444,19,17,46,18,Atheism
17,14,16,16,252,0,10,0,0,25.2,11,13,17,7,Religion
21,28,26,22,369,0,10,0,0,36.9,4,31,15,7,Graphics
63,54,60,62,958,0,23,0,0,41.652174,51,22,42,31,Atheism
269,188,243,277,10827,0,415,182,1,26.089157,418,359,687,489,Atheism
37,35,46,36,507,0,21,0,0,24.142857,17,15,45,8,Space
93,73,75,85,1555,0,47,0,0,33.085106,60,47,54,37,Atheism
7,11,10,7,134,0,10,5,1,13.4,1,7,2,1,Graphics
26,23,25,26,387,0,21,0,0,18.428571,18,18,20,7,Atheism
10,11,12,11,116,0,5,0,0,23.2,2,6,10,1,Space
20,23,27,20,218,0,5,0,0,43.6,3,14,11,3,Space
10,12,13,12,231,0,12,2,0,19.25,0,84,81,0,Religion
10,12,11,11,125,0,1,4,0,125,3,3,2,3,Graphics
18,18,21,18,204,0,6,0,0,34,3,13,13,7,Space
73,68,77,74,2307,0,89,36,0,25.921348,47,89,145,56,Religion
24,36,31,23,561,0,12,2,0,46.75,3,45,26,9,Graphics
32,31,42,33,524,0,12,0,0,43.666667,17,36,48,15,Space
12,11,11,12,169,0,11,0,0,15.363636,4,14,17,0,Atheism
62,61,82,62,1351,0,74,9,0,18.256757,22,68,107,15,Space
10,14,11,8,201,0,12,0,0,16.75,1,58,53,1,Graphics
21,15,19,21,183,0,5,2,0,36.6,9,2,14,6,Religion
44,36,35,36,624,0,59,0,1,10.576271,32,31,40,20,Atheism
25,38,28,23,399,0,12,13,0,33.25,1,25,15,1,Graphics
110,155,148,102,8335,0,2993,93,5,2.784831,50,504,429,37,Graphics
70,75,87,69,1122,0,37,2,0,30.324324,22,32,79,15,Space
23,25,31,23,344,0,8,0,0,43,9,8,19,3,Space
11,13,11,12,157,0,5,0,0,31.4,2,5,7,5,Space
23,35,27,22,383,0,25,1,0,15.32,6,31,21,3,Graphics
61,93,143,60,4528,0,205,175,0,22.087805,17,451,568,24,Space
205,283,260,210,9523,0,1209,77,3,7.876758,136,745,590,95,Graphics
181,147,175,184,4946,0,309,89,5,16.006472,166,151,240,145,Religion
19,26,23,20,521,0,35,8,0,14.885714,3,26,19,2,Graphics
63,62,62,62,880,0,23,0,0,38.26087,34,50,59,19,Religion
34,35,38,31,426,0,20,0,0,21.3,6,16,24,3,Space
32,42,38,30,6792,0,1264,428,0,5.373418,8,2389,2119,3,Graphics
51,55,80,51,1213,0,35,34,0,34.657143,16,104,154,6,Space
16,16,19,15,190,0,7,0,0,27.142857,8,8,10,5,Atheism
12,17,13,12,302,0,163,0,0,1.852761,0,16,6,2,Graphics
16,18,20,14,272,0,8,5,0,34,8,13,19,2,Graphics
13,10,12,13,118,0,4,0,0,29.5,3,6,7,3,Atheism
48,50,48,47,770,0,40,0,0,19.25,17,21,38,15,Atheism
38,36,49,37,465,0,18,1,0,25.833333,19,18,41,10,Space
155,136,156,156,3297,0,123,0,0,26.804878,119,122,178,85,Religion
44,40,46,46,576,0,17,0,0,33.882353,25,17,37,17,Atheism
57,39,47,49,868,0,35,0,1,24.8,40,33,41,13,Atheism
39,38,38,38,516,0,26,1,2,19.846154,13,32,30,10,Graphics
12,16,15,11,178,0,7,0,0,25.428571,1,8,3,1,Graphics
140,199,361,143,11060,0,646,410,2,17.120743,40,850,1343,27,Space
15,28,17,15,307,0,14,0,0,21.928571,2,17,11,0,Graphics
47,49,57,42,819,0,33,1,0,24.818182,17,31,43,6,Space
14,13,15,14,288,0,61,0,0,4.721311,2,38,48,2,Atheism
65,63,71,63,1299,0,58,0,0,22.396552,52,38,43,26,Atheism
21,24,25,21,246,0,8,0,0,30.75,3,15,15,2,Space
42,36,37,36,660,0,32,2,0,20.625,24,22,23,9,Atheism
36,40,48,36,734,0,25,0,0,29.36,18,17,42,7,Space
24,24,28,24,370,0,13,0,0,28.461538,9,11,18,9,Space
14,16,17,13,169,0,10,0,0,16.9,2,8,7,4,Graphics
23,22,24,23,301,0,17,1,0,17.705882,8,14,14,6,Religion
21,19,19,21,171,0,4,0,0,42.75,7,5,7,6,Religion
31,43,49,29,594,0,75,4,0,7.92,4,34,46,4,Space
33,34,41,33,812,0,115,23,1,7.06087,18,24,46,9,Space
83,65,70,86,1121,0,48,0,0,23.354167,41,33,42,45,Religion
8,7,8,9,73,0,3,0,0,24.333333,5,4,5,6,Religion
56,51,53,49,759,0,31,0,0,24.483871,35,36,28,17,Atheism
45,85,65,40,2199,0,74,59,2,29.716216,8,204,143,6,Graphics
21,26,24,21,282,0,17,0,0,16.588235,4,9,5,3,Graphics
50,64,58,51,802,0,50,19,0,16.04,19,34,27,9,Graphics
4,3,3,4,69,0,5,0,0,13.8,3,2,3,3,Atheism
51,46,54,53,950,0,34,2,0,27.941176,32,24,39,22,Religion
19,15,16,17,195,0,9,0,0,21.666667,10,6,7,7,Atheism
323,340,490,341,27600,0,678,132,0,40.707965,288,6126,6937,458,Space
78,72,79,78,1583,0,26,0,0,60.884615,45,51,87,52,Religion
11,15,12,9,167,0,9,0,0,18.555556,2,11,6,1,Graphics
28,22,25,26,350,0,17,0,0,20.588235,17,23,20,11,Atheism
41,35,40,38,805,0,37,0,0,21.756757,21,29,50,17,Atheism
0,0,0,0,37,0,2,0,0,18.5,1,3,3,0,Atheism
35,33,42,35,576,0,9,0,0,64,12,15,41,4,Space
20,15,17,20,247,0,8,0,0,30.875,8,8,11,5,Religion
23,26,30,21,419,0,33,0,1,12.69697,7,18,22,5,Space
3,3,3,3,78,0,5,0,0,15.6,3,4,5,1,Space
70,67,66,70,1547,0,93,3,0,16.634409,51,46,46,28,Religion
6,12,9,6,212,0,22,0,0,9.636364,3,8,2,0,Graphics
31,31,32,31,431,0,19,3,1,22.684211,7,10,19,4,Atheism
74,82,87,75,1661,0,153,17,0,10.856209,64,67,109,38,Graphics
48,60,55,47,794,0,14,0,0,56.714286,12,41,33,14,Graphics
21,19,22,20,338,0,21,0,1,16.095238,7,13,21,4,Graphics
0,1,0,0,23,0,2,0,0,11.5,0,2,2,0,Atheism
26,34,30,27,360,0,13,0,1,27.692308,10,17,8,6,Graphics
7,6,7,10,104,0,4,0,0,26,1,3,4,7,Religion
9,12,15,10,138,0,5,0,0,27.6,2,7,12,3,Space
29,22,25,27,304,0,14,4,0,21.714286,11,8,12,5,Atheism
10,11,11,10,80,0,6,0,0,13.333333,0,5,6,1,Atheism
47,40,40,43,553,0,19,0,0,29.105263,27,22,27,16,Atheism
110,91,104,104,2047,0,55,0,0,37.218182,91,95,125,50,Atheism
33,38,53,32,705,0,26,0,0,27.115385,24,24,47,10,Space
10,12,11,9,189,0,14,30,2,13.5,2,10,5,2,Graphics
49,56,67,50,1002,0,49,9,0,20.44898,17,46,67,8,Space
22,32,26,19,533,0,15,19,0,35.533333,7,35,28,4,Graphics
185,285,322,175,13106,0,917,506,1,14.292257,74,1181,1212,48,Space
5,6,5,4,60,0,9,0,0,6.666667,3,1,1,2,Space
15,15,18,14,188,0,6,0,0,31.333333,4,8,12,2,Space
13,23,18,13,194,0,9,0,0,21.555556,0,13,9,0,Graphics
38,74,65,41,2813,0,540,100,4,5.209259,8,232,212,13,Graphics
37,42,53,36,755,0,48,6,1,15.729167,4,97,115,3,Space
24,18,20,21,337,0,12,0,0,28.083333,22,8,11,10,Atheism
62,47,59,64,1132,0,52,2,0,21.769231,37,23,49,33,Religion
41,39,53,40,757,0,19,0,0,39.842105,15,30,68,15,Space
65,58,58,66,1140,0,36,0,0,31.666667,44,50,60,44,Religion
75,68,73,80,1117,0,50,0,0,22.34,33,39,46,26,Religion
56,65,63,53,878,0,32,1,0,27.4375,17,50,58,13,Graphics
47,43,45,46,1018,0,55,2,0,18.509091,51,31,51,20,Atheism
11,14,18,11,259,0,12,0,0,21.583333,5,14,21,4,Space
13,12,12,13,106,0,5,0,0,21.2,7,2,2,4,Atheism
4,3,4,4,131,0,88,0,0,1.488636,2,7,7,1,Atheism
49,36,41,56,675,0,14,3,0,48.214286,32,14,40,30,Religion
11,9,9,14,147,0,5,0,0,29.4,9,10,12,10,Religion
42,39,47,42,644,0,19,0,0,33.894737,17,23,38,12,Space
76,58,66,69,910,0,47,0,0,19.361702,54,45,57,34,Atheism
10,9,10,10,91,0,6,0,0,15.166667,6,2,3,4,Atheism
141,161,215,141,4619,0,229,54,0,20.170306,66,177,343,45,Space
76,57,65,74,1146,0,51,4,0,22.470588,49,43,57,45,Religion
23,34,28,22,429,0,26,1,0,16.5,9,28,15,4,Graphics
51,60,57,50,980,0,50,9,0,19.6,20,42,47,22,Graphics
32,32,40,32,437,0,16,4,0,27.3125,5,15,34,5,Space
99,106,144,99,3327,0,91,44,0,36.56044,30,108,266,41,Space
27,28,46,27,4251,0,148,599,0,28.722973,11,1662,1747,10,Space
305,261,291,269,9673,0,464,14,0,20.846983,430,311,388,231,Atheism
31,27,30,33,798,0,98,3,1,8.142857,11,28,43,9,Religion
48,41,42,51,920,0,27,6,0,34.074074,28,24,49,31,Religion
10,15,10,9,345,0,101,0,0,3.415842,1,17,7,3,Graphics
24,18,20,24,249,0,10,0,0,24.9,16,7,14,15,Atheism
22,22,27,20,256,0,10,0,0,25.6,9,11,22,6,Space
3,1,2,1,117,0,10,0,0,11.7,4,1,5,2,Atheism
32,35,43,31,620,0,19,6,0,32.631579,8,31,47,9,Space
247,214,242,255,6970,0,223,2,0,31.255605,216,150,279,207,Religion
16,20,19,15,448,0,107,7,2,4.186916,11,48,42,5,Graphics
61,66,65,59,827,0,29,0,0,28.517241,29,28,30,16,Graphics
2,4,2,2,49,0,4,0,0,12.25,2,5,2,1,Graphics
20,17,17,19,206,0,7,0,0,29.428571,12,7,1,4,Atheism
10,9,10,10,89,0,7,0,0,12.714286,5,2,5,3,Graphics
273,201,235,244,7920,0,484,0,0,16.363636,490,189,247,224,Atheism
46,36,41,41,771,0,39,0,0,19.769231,31,30,49,22,Space
27,24,25,25,413,0,13,0,0,31.769231,16,15,19,8,Atheism
12,17,22,11,377,0,95,23,1,3.968421,4,15,20,2,Space
57,84,71,57,1309,0,40,23,0,32.725,29,90,64,22,Graphics
27,25,26,27,300,0,9,0,0,33.333333,14,9,16,7,Atheism
13,13,14,13,127,0,7,0,0,18.142857,3,9,9,1,Graphics
48,49,50,48,688,0,21,0,0,32.761905,23,29,40,22,Atheism
2,2,2,2,24,0,3,0,0,8,1,5,5,0,Graphics
30,25,24,28,368,0,7,0,0,52.571429,31,8,11,24,Atheism
46,59,51,46,711,0,17,2,0,41.823529,12,47,36,9,Graphics
46,35,39,43,683,0,38,0,0,17.973684,50,13,16,27,Atheism
53,63,59,52,1064,0,47,19,0,22.638298,17,58,46,17,Graphics
36,43,40,33,452,0,9,1,0,50.222222,11,24,25,7,Graphics
100,75,85,96,1523,0,37,3,0,41.162162,72,73,98,51,Atheism
30,46,56,32,891,0,101,1,2,8.821782,10,35,41,5,Space
7,7,7,6,119,0,3,0,0,39.666667,0,4,3,1,Space
17,16,17,16,191,0,11,0,0,17.363636,11,14,11,4,Space
28,37,33,27,372,0,17,0,0,21.882353,4,39,29,4,Graphics
26,22,24,29,284,0,7,0,0,40.571429,10,8,15,13,Religion
20,19,21,19,260,0,13,2,0,20,9,11,22,6,Atheism
82,66,75,82,1254,0,58,20,0,21.62069,81,55,66,70,Religion
15,13,13,16,229,0,5,0,0,45.8,7,6,10,6,Religion
5,8,7,6,91,0,4,0,0,22.75,1,8,2,0,Graphics
180,142,159,195,4348,0,132,2,0,32.939394,200,178,206,194,Religion
21,29,25,21,220,0,8,0,0,27.5,4,12,6,1,Graphics
74,86,108,75,1595,0,84,15,0,18.988095,38,61,109,23,Space
8,7,7,8,222,0,127,0,0,1.748031,3,17,18,2,Religion
6,7,7,7,99,0,7,0,0,14.142857,0,6,8,0,Religion
19,28,24,17,421,0,37,4,1,11.378378,5,35,19,2,Graphics
46,62,94,45,2717,0,56,1,0,48.517857,15,478,552,12,Space
30,42,32,27,618,0,17,2,0,36.352941,8,38,17,8,Graphics
17,15,14,17,317,0,10,0,0,31.7,6,11,22,7,Religion
12,19,16,13,493,0,27,23,1,18.259259,6,140,141,3,Graphics
13,21,15,12,208,0,7,0,0,29.714286,1,24,9,0,Graphics
35,36,41,35,544,0,16,2,0,34,12,13,30,7,Space
244,198,215,280,7809,0,394,10,2,19.819797,334,180,271,366,Religion
277,210,248,249,7876,0,307,9,0,25.654723,305,249,464,189,Atheism
81,90,88,75,1503,0,71,3,0,21.169014,40,64,50,30,Graphics
24,33,28,23,334,0,14,0,0,23.857143,9,31,10,2,Graphics
11,12,12,10,95,0,5,0,0,19,0,7,3,1,Graphics
7,6,9,7,204,0,34,0,0,6,2,12,16,0,Atheism
78,57,66,69,1128,0,28,0,0,40.285714,60,48,64,39,Atheism
3,4,4,3,44,0,4,0,0,11,3,4,2,2,Atheism
12,13,16,12,174,0,11,0,0,15.818182,4,5,12,1,Space
219,185,218,230,6994,0,230,58,0,30.408696,168,205,320,187,Religion
5,5,6,5,70,0,3,0,0,23.333333,2,8,5,1,Graphics
25,35,29,23,655,0,100,4,1,6.55,6,32,33,6,Graphics
9,14,13,11,177,0,4,2,0,44.25,1,11,8,1,Graphics
20,27,23,19,283,0,14,0,0,20.214286,3,20,12,0,Graphics
34,33,31,33,366,0,8,0,0,45.75,17,11,14,11,Atheism
35,29,32,36,565,0,13,0,0,43.461538,21,13,25,27,Religion
114,94,106,104,2066,0,116,4,1,17.810345,71,72,106,44,Atheism
325,239,272,292,8865,0,321,0,0,27.616822,461,255,260,238,Atheism
0,0,0,0,10,0,1,0,0,10,0,0,0,0,Graphics
10,10,10,9,168,0,12,0,0,14,6,9,13,4,Space
14,14,15,12,181,0,14,7,1,12.928571,5,11,7,0,Space
49,33,34,41,553,0,21,0,0,26.333333,32,13,18,20,Atheism
43,44,54,44,683,0,14,0,0,48.785714,18,19,47,5,Space
25,37,26,25,479,0,14,16,0,34.214286,7,30,26,1,Graphics
81,75,99,76,1173,0,54,0,0,21.722222,46,32,76,22,Space
15,16,22,15,290,0,6,0,0,48.333333,4,13,28,2,Space
19,17,17,18,219,0,7,0,0,31.285714,6,10,14,2,Graphics
32,22,30,28,718,0,110,8,3,6.527273,25,120,121,18,Atheism
34,34,44,32,433,0,14,0,0,30.928571,6,20,36,4,Space
26,23,31,24,563,0,39,8,0,14.435897,26,12,26,9,Atheism
22,36,29,20,463,0,10,6,0,46.3,4,23,17,1,Graphics
36,32,32,34,473,0,28,0,0,16.892857,26,17,17,16,Atheism
134,101,118,129,2375,0,76,5,0,31.25,102,59,100,81,Atheism
13,8,11,13,166,0,3,0,0,55.333333,12,3,7,9,Atheism
12,11,12,11,131,0,10,0,0,13.1,7,3,4,1,Atheism
5,4,5,5,75,0,5,2,0,15,1,6,6,1,Atheism
25,46,37,26,653,0,18,12,0,36.277778,7,45,37,4,Graphics
17,16,17,17,239,0,12,0,0,19.916667,7,22,24,4,Atheism
39,43,48,34,659,0,30,0,1,21.966667,12,39,37,9,Space
29,41,33,28,404,0,17,5,0,23.764706,7,22,21,7,Graphics
31,28,31,30,359,0,10,4,0,35.9,12,15,23,11,Atheism
34,25,28,31,465,0,27,0,0,17.222222,30,13,12,14,Atheism
121,97,105,126,2614,0,54,0,0,48.407407,120,82,117,127,Religion
16,15,15,18,218,0,9,0,0,24.222222,6,13,10,7,Religion
20,19,23,18,269,0,16,0,0,16.8125,5,10,17,2,Space
16,19,17,16,178,0,12,3,0,14.833333,4,8,4,4,Graphics
265,189,215,223,7462,0,457,5,1,16.328228,383,194,249,176,Atheism
22,18,23,21,312,0,20,0,0,15.6,11,10,9,2,Space
269,219,256,240,11436,0,456,352,2,25.078947,240,800,891,140,Atheism
41,34,35,40,491,0,25,0,0,19.64,35,13,16,23,Atheism
23,35,27,22,397,0,32,1,0,12.40625,13,31,21,3,Graphics
70,60,67,73,1170,0,71,0,0,16.478873,33,40,36,26,Religion
39,32,34,34,392,0,13,0,0,30.153846,22,10,20,12,Atheism
13,10,9,13,252,0,25,8,0,10.08,9,33,35,6,Atheism
28,43,35,28,491,0,17,0,0,28.882353,5,41,22,5,Graphics
24,19,22,23,288,0,14,0,0,20.571429,13,9,14,9,Religion
139,107,119,153,3781,0,153,43,0,24.712418,131,101,217,183,Religion
177,183,185,154,4100,0,286,2,1,14.335664,114,170,192,51,Atheism
107,106,140,100,2163,0,66,0,0,32.772727,57,70,151,27,Space
27,31,40,28,579,0,20,8,0,28.95,5,27,46,4,Space
62,56,68,56,867,0,25,0,0,34.68,24,36,60,12,Space
27,29,38,27,511,0,28,0,0,18.25,12,11,24,7,Space
24,35,28,21,422,0,12,0,0,35.166667,4,29,21,5,Graphics
15,12,17,12,216,0,6,0,0,36,5,6,17,4,Space
81,93,87,81,1403,0,56,8,0,25.053571,47,43,64,25,Graphics
41,45,50,40,645,0,19,2,0,33.947368,13,20,31,4,Space
33,36,36,35,693,0,32,7,0,21.65625,18,53,65,9,Religion
33,36,41,32,536,0,16,0,2,33.5,11,19,56,11,Space
26,39,28,21,4523,0,893,212,0,5.06495,16,632,484,2,Graphics
26,18,21,24,352,0,7,0,0,50.285714,16,12,23,12,Atheism
237,191,212,215,5374,0,331,17,1,16.23565,241,230,290,190,Atheism
26,34,33,25,790,0,188,1,3,4.202128,20,153,152,22,Graphics
16,18,23,16,212,0,9,0,0,23.555556,3,6,17,1,Space
31,35,39,33,472,0,24,1,1,19.666667,16,21,20,10,Space
22,23,23,23,347,0,14,6,0,24.785714,14,19,13,13,Atheism
10,9,11,8,158,0,2,0,0,79,5,3,8,2,Religion
59,52,55,63,827,0,49,3,0,16.877551,17,30,54,21,Religion
39,33,32,35,752,0,15,0,0,50.133333,32,19,30,24,Atheism
111,112,140,110,2426,0,71,4,0,34.169014,63,78,139,47,Space
80,63,68,82,1194,0,25,0,0,47.76,51,31,57,58,Religion
11,11,11,10,126,0,6,0,0,21,5,6,7,4,Atheism
4,6,8,4,97,0,5,0,0,19.4,1,5,2,0,Graphics
5,5,5,6,131,0,13,0,0,10.076923,3,9,10,5,Atheism
24,31,35,23,618,0,32,13,0,19.3125,12,27,38,7,Space
23,23,25,22,281,0,7,0,0,40.142857,8,13,17,4,Space
1,2,5,1,43,0,1,2,0,43,0,1,3,0,Space
28,33,27,27,333,0,10,2,0,33.3,7,16,14,1,Graphics
8,8,8,9,91,0,4,3,0,22.75,2,4,6,3,Religion
6,6,6,8,120,0,9,12,0,13.333333,5,4,6,6,Religion
18,22,25,19,283,0,10,3,0,28.3,10,14,20,5,Space
67,85,134,63,6299,0,828,429,4,7.607488,9,564,721,11,Space
23,23,36,23,563,0,29,0,0,19.413793,9,45,54,17,Space
7,9,8,7,87,0,3,0,0,29,6,5,5,3,Atheism
19,19,20,17,296,0,9,0,0,32.888889,8,10,15,1,Atheism
7,7,6,6,105,0,12,0,0,8.75,2,9,12,1,Graphics
64,81,93,62,1298,0,36,14,0,36.055556,20,65,93,13,Space
13,11,13,15,122,0,6,0,0,20.333333,7,1,3,11,Religion
11,11,12,11,198,0,12,7,0,16.5,5,9,13,2,Religion
33,34,46,31,716,0,22,0,0,32.545455,13,37,59,9,Space
97,110,111,95,1932,0,103,6,0,18.757282,60,69,84,25,Graphics
35,35,44,33,797,0,70,3,0,11.385714,16,36,63,7,Space
44,40,47,38,614,0,19,2,0,32.315789,7,19,38,8,Space
24,18,18,19,285,0,44,0,1,6.477273,19,12,19,9,Atheism
85,124,109,86,2248,0,75,32,0,29.973333,26,137,105,16,Graphics
10,14,12,9,97,0,3,0,0,32.333333,0,12,5,0,Graphics
148,129,139,142,3665,0,106,2,0,34.575472,154,106,152,67,Atheism
2,3,3,2,22,0,1,0,0,22,0,2,1,0,Space
35,28,30,37,787,0,190,5,0,4.142105,10,32,42,17,Religion
46,63,54,47,862,0,17,16,1,50.705882,15,89,77,15,Graphics
19,23,20,18,287,0,12,7,0,23.916667,4,11,21,2,Space
15,15,19,16,364,0,17,10,1,21.411765,10,41,49,6,Atheism
6,7,8,7,71,0,4,0,0,17.75,1,6,5,1,Graphics
17,29,21,16,359,0,28,0,0,12.821429,2,29,12,0,Graphics
18,16,17,17,114,0,5,0,0,22.8,9,5,8,6,Atheism
11,10,12,10,149,0,8,0,0,18.625,0,11,14,3,Space
39,43,52,43,487,0,6,0,0,81.166667,13,17,32,10,Space
39,30,33,35,607,0,12,0,0,50.583333,31,16,19,22,Atheism
20,18,27,19,230,0,10,0,0,23,9,10,26,4,Space
15,28,18,15,225,0,7,0,0,32.142857,3,15,6,3,Graphics
25,39,31,23,377,0,13,5,0,29,4,36,15,3,Graphics
4,4,4,2,612,0,65,3,0,9.415385,1,130,136,2,Graphics
5,6,5,5,77,0,4,0,0,19.25,1,6,4,0,Graphics
49,41,43,46,672,0,21,0,0,32,31,25,22,28,Atheism
10,7,9,9,133,0,6,0,0,22.166667,6,6,5,7,Atheism
10,10,10,10,125,0,7,0,0,17.857143,8,12,11,3,Space
4,3,4,4,65,0,3,0,0,21.666667,3,1,3,2,Religion
102,84,91,106,1936,0,62,0,0,31.225806,80,54,71,81,Religion
42,41,49,44,591,0,12,1,0,49.25,16,13,39,15,Space
48,35,41,42,716,0,24,0,0,29.833333,27,23,29,14,Atheism
27,37,60,28,1083,0,34,17,0,31.852941,5,54,108,6,Space
19,18,21,17,322,0,17,0,0,18.941176,14,11,20,6,Space
36,46,41,35,805,0,125,0,1,6.44,16,55,42,10,Graphics
37,38,53,39,767,0,15,0,0,51.133333,15,20,52,10,Space
162,138,150,164,3775,0,96,1,1,39.322917,97,130,197,103,Religion
55,86,76,56,1275,0,32,24,0,39.84375,19,74,81,21,Graphics
48,47,54,48,774,0,16,0,0,48.375,36,12,42,18,Space
4,5,4,4,86,0,3,7,0,28.666667,0,7,2,0,Graphics
12,17,18,12,348,0,70,12,0,4.971429,2,13,16,3,Space
16,13,17,15,226,0,6,0,0,37.666667,8,9,11,2,Space
28,25,33,27,438,0,20,0,0,21.9,15,11,18,10,Space
113,94,109,108,2292,0,91,0,0,25.186813,71,69,87,58,Religion
14,13,16,14,217,0,8,0,0,27.125,8,11,15,4,Space
27,26,26,27,482,0,27,2,0,17.851852,13,37,45,7,Atheism
31,42,39,33,491,0,12,6,0,40.916667,11,37,25,16,Graphics
0,3,1,0,67,0,8,2,0,8.375,0,6,5,0,Graphics
3,3,3,3,47,0,1,0,0,47,1,0,2,1,Space
44,47,57,47,756,0,16,11,0,47.25,13,23,39,14,Space
159,126,139,148,4102,0,259,8,1,15.837838,169,125,145,91,Atheism
36,29,32,30,768,0,104,4,3,7.384615,25,134,132,18,Atheism
13,14,14,13,164,0,5,2,0,32.8,4,14,18,3,Graphics
85,68,73,81,1617,0,203,0,1,7.965517,57,99,116,42,Atheism
29,22,25,30,469,0,19,0,0,24.684211,18,11,17,17,Religion
98,84,90,89,1505,0,44,2,0,34.204545,62,49,88,32,Atheism
25,21,23,24,326,0,11,0,0,29.636364,19,10,13,15,Religion
71,58,63,71,1159,0,42,0,0,27.595238,78,36,50,47,Atheism
119,108,110,121,2365,0,132,0,0,17.916667,98,120,147,67,Religion
13,14,13,13,140,0,9,0,0,15.555556,7,5,6,3,Space
14,12,12,12,255,0,19,0,0,13.421053,4,17,15,6,Atheism
24,27,33,25,457,0,18,0,0,25.388889,7,15,24,6,Space
45,44,51,47,778,0,41,1,0,18.97561,30,24,42,16,Space
22,28,22,22,383,0,10,0,0,38.3,9,19,16,4,Graphics
68,54,58,70,822,0,24,0,0,34.25,40,24,34,41,Religion
18,19,27,18,301,0,10,0,0,30.1,2,5,18,2,Space
50,40,45,52,815,0,25,9,0,32.6,36,20,46,41,Religion
13,13,14,13,120,0,4,0,0,30,5,6,7,4,Atheism
83,65,82,79,1735,0,70,2,1,24.785714,69,40,75,49,Religion
24,16,18,23,322,0,8,0,0,40.25,20,6,10,12,Atheism
8,8,8,8,156,0,19,0,0,8.210526,3,12,10,0,Graphics
20,20,20,19,306,0,7,0,0,43.714286,11,7,12,5,Atheism
23,28,33,23,471,0,32,0,2,14.71875,4,17,31,6,Space
30,43,35,31,592,0,36,3,0,16.444444,13,91,81,5,Graphics
19,24,23,20,234,0,9,2,0,26,8,17,8,7,Graphics
31,26,27,29,477,0,8,0,0,59.625,26,9,16,15,Atheism
18,19,20,20,322,0,26,0,0,12.384615,13,15,14,2,Space
37,40,44,37,631,0,20,9,0,31.55,21,25,54,20,Space
